Location,Date,Value
DEU,2006-06,3.960454
DEU,2006-07,4.01
DEU,2006-08,3.883913
DEU,2006-09,3.753809
DEU,2006-10,3.787727
DEU,2006-11,3.714091
DEU,2006-12,3.770526
DEU,2007-01,4.016818
DEU,2007-02,4.049
DEU,2007-03,3.940909
DEU,2007-04,4.152105
DEU,2007-05,4.279047
DEU,2007-06,4.560476
DEU,2007-07,4.505
DEU,2007-08,4.296522
DEU,2007-09,4.226
DEU,2007-10,4.282609
DEU,2007-11,4.089091
DEU,2007-12,4.205883
DEU,2008-01,4.027727
DEU,2008-02,3.952857
DEU,2008-03,3.799474
DEU,2008-04,4.04
DEU,2008-05,4.201905
DEU,2008-06,4.520476
DEU,2008-07,4.490435
DEU,2008-08,4.202381
DEU,2008-09,4.094091
DEU,2008-10,3.883478
DEU,2008-11,3.5565
DEU,2008-12,3.047895
DEU,2009-01,3.070952
DEU,2009-02,3.1275
DEU,2009-03,3.019546
DEU,2009-04,3.133
DEU,2009-05,3.371
DEU,2009-06,3.473636
DEU,2009-07,3.337826
DEU,2009-08,3.305238
DEU,2009-09,3.263182
DEU,2009-10,3.209091
DEU,2009-11,3.217143
DEU,2009-12,3.1385
DEU,2010-01,3.2575
DEU,2010-02,3.17
DEU,2010-03,3.102174
DEU,2010-04,3.0645
DEU,2010-05,2.734286
DEU,2010-06,2.543182
DEU,2010-07,2.615909
DEU,2010-08,2.35
DEU,2010-09,2.300455
DEU,2010-10,2.345714
DEU,2010-11,2.532727
DEU,2010-12,2.914762
DEU,2011-01,3.016667
DEU,2011-02,3.199
DEU,2011-03,3.211739
DEU,2011-04,3.340526
DEU,2011-05,3.060909
DEU,2011-06,2.890909
DEU,2011-07,2.743809
DEU,2011-08,2.213478
DEU,2011-09,1.829091
DEU,2011-10,2.002381
DEU,2011-11,1.874091
DEU,2011-12,1.927619
DEU,2012-01,1.820909
DEU,2012-02,1.851905
DEU,2012-03,1.830455
DEU,2012-04,1.62421
DEU,2012-05,1.336818
DEU,2012-06,1.300476
DEU,2012-07,1.242273
DEU,2012-08,1.341739
DEU,2012-09,1.4905
DEU,2012-10,1.466956
DEU,2012-11,1.335909
DEU,2012-12,1.299412
DEU,2013-01,1.512273
DEU,2013-02,1.5435
DEU,2013-03,1.3545
DEU,2013-04,1.19619
DEU,2013-05,1.294091
DEU,2013-06,1.5305
DEU,2013-07,1.565652
DEU,2013-08,1.735
DEU,2013-09,1.888095
DEU,2013-10,1.762174
DEU,2013-11,1.677143
DEU,2013-12,1.797778
DEU,2014-01,1.755909
DEU,2014-02,1.5585
DEU,2014-03,1.508571
DEU,2014-04,1.4565
DEU,2014-05,1.327143
DEU,2014-06,1.264286
DEU,2014-07,1.114348
DEU,2014-08,0.9561905
DEU,2014-09,0.9213637
DEU,2014-10,0.7909091
DEU,2014-11,0.719
DEU,2014-12,0.5889474
DEU,2015-01,0.39
DEU,2015-02,0.302
DEU,2015-03,0.2272727
DEU,2015-04,0.122
DEU,2015-05,0.5557895
DEU,2015-06,0.7927273
DEU,2015-07,0.71
DEU,2015-08,0.6085714
DEU,2015-09,0.6540909
DEU,2015-10,0.5181818
DEU,2015-11,0.5161905
DEU,2015-12,0.5455
DEU,2016-01,0.4305
DEU,2016-02,0.1728572
DEU,2016-03,0.1714286
DEU,2016-04,0.1342857
DEU,2016-05,0.1328571
DEU,2016-06,-0.01681818
DEU,2016-07,-0.1542857
DEU,2016-08,-0.1317391
DEU,2016-09,-0.08409091
DEU,2016-10,0.002
DEU,2016-11,0.1890909
DEU,2016-12,0.2519048
DEU,2017-01,0.2509091
DEU,2017-02,0.258
DEU,2017-03,0.3482609
DEU,2017-04,0.2255556
DEU,2017-05,0.3363636
DEU,2017-06,0.2504762
DEU,2017-07,0.4557143
DEU,2017-08,0.3460869
DEU,2017-09,0.3471428
DEU,2017-10,0.3725
DEU,2017-11,0.3081818
DEU,2017-12,0.2968421
DEU,2018-01,0.4745454
DEU,2018-02,0.659
DEU,2018-03,0.5295238
DEU,2018-04,0.48
DEU,2018-05,0.45
DEU,2018-06,0.3271429
DEU,2018-07,0.2745455
DEU,2018-08,0.2908696
DEU,2018-09,0.3705
DEU,2018-10,0.3990909
DEU,2018-11,0.3140909
DEU,2018-12,0.1870588
DEU,2019-01,0.1327273
DEU,2019-02,0.0555
DEU,2019-03,0.01095238
DEU,2019-04,-0.0395
DEU,2019-05,-0.1345455
DEU,2019-06,-0.3152632
DEU,2019-07,-0.3882609
DEU,2019-08,-0.6490909
DEU,2019-09,-0.5947619
DEU,2019-10,-0.4695455
DEU,2019-11,-0.352381
DEU,2019-12,-0.2994444
DEU,2020-01,-0.3136364
DEU,2020-02,-0.466
DEU,2020-03,-0.5413637
DEU,2020-04,-0.4495
DEU,2020-05,-0.5165
DEU,2020-06,-0.4342857
DEU,2020-07,-0.5230435
DEU,2020-08,-0.5233333
DEU,2020-09,-0.5240909
DEU,2020-10,-0.6072727
DEU,2020-11,-0.6147619
DEU,2020-12,-0.6185
CAN,2000-01,6.4915
CAN,2000-02,6.338572
CAN,2000-03,6.028261
CAN,2000-04,5.924211
CAN,2000-05,6.215
CAN,2000-06,5.895454
CAN,2000-07,5.8635
CAN,2000-08,5.766364
CAN,2000-09,5.7295
CAN,2000-10,5.723333
CAN,2000-11,5.727143
CAN,2000-12,5.402105
CAN,2001-01,5.418636
CAN,2001-02,5.43
CAN,2001-03,5.301363
CAN,2001-04,5.5915
CAN,2001-05,5.851364
CAN,2001-06,5.718095
CAN,2001-07,5.800476
CAN,2001-08,5.530909
CAN,2001-09,5.302631
CAN,2001-10,5.232727
CAN,2001-11,5.177143
CAN,2001-12,5.408421
CAN,2002-01,5.343637
CAN,2002-02,5.321
CAN,2002-03,5.667
CAN,2002-04,5.658637
CAN,2002-05,5.595909
CAN,2002-06,5.424
CAN,2002-07,5.290454
CAN,2002-08,5.120476
CAN,2002-09,4.8855
CAN,2002-10,5.127273
CAN,2002-11,5.0895
CAN,2002-12,4.9675
CAN,2003-01,4.961818
CAN,2003-02,5.012
CAN,2003-03,4.997143
CAN,2003-04,5.051905
CAN,2003-05,4.671905
CAN,2003-06,4.288095
CAN,2003-07,4.683182
CAN,2003-08,4.902
CAN,2003-09,4.757143
CAN,2003-10,4.815454
CAN,2003-11,4.856842
CAN,2003-12,4.729048
CAN,2004-01,4.586191
CAN,2004-02,4.4515
CAN,2004-03,4.260435
CAN,2004-04,4.612857
CAN,2004-05,4.773
CAN,2004-06,4.932727
CAN,2004-07,4.75
CAN,2004-08,4.630952
CAN,2004-09,4.602381
CAN,2004-10,4.55
CAN,2004-11,4.484762
CAN,2004-12,4.320476
CAN,2005-01,4.2605
CAN,2005-02,4.205
CAN,2005-03,4.358182
CAN,2005-04,4.19381
CAN,2005-05,4.07381
CAN,2005-06,3.828182
CAN,2005-07,3.8995
CAN,2005-08,3.920455
CAN,2005-09,3.868572
CAN,2005-10,4.047
CAN,2005-11,4.107143
CAN,2005-12,4.041
CAN,2006-01,4.029047
CAN,2006-02,4.17
CAN,2006-03,4.199565
CAN,2006-04,4.41579
CAN,2006-05,4.399546
CAN,2006-06,4.441364
CAN,2006-07,4.444
CAN,2006-08,4.252728
CAN,2006-09,4.068572
CAN,2006-10,4.106667
CAN,2006-11,3.999524
CAN,2006-12,3.966316
CAN,2007-01,4.121818
CAN,2007-02,4.1175
CAN,2007-03,4.045909
CAN,2007-04,4.1715
CAN,2007-05,4.292727
CAN,2007-06,4.612857
CAN,2007-07,4.59
CAN,2007-08,4.428637
CAN,2007-09,4.356316
CAN,2007-10,4.362727
CAN,2007-11,4.121428
CAN,2007-12,4.01579
CAN,2008-01,3.848182
CAN,2008-02,3.828
CAN,2008-03,3.509
CAN,2008-04,3.628636
CAN,2008-05,3.621428
CAN,2008-06,3.76
CAN,2008-07,3.750454
CAN,2008-08,3.5915
CAN,2008-09,3.540952
CAN,2008-10,3.668182
CAN,2008-11,3.571579
CAN,2008-12,2.945714
CAN,2009-01,2.812381
CAN,2009-02,2.960526
CAN,2009-03,2.885909
CAN,2009-04,2.954286
CAN,2009-05,3.202
CAN,2009-06,3.459091
CAN,2009-07,3.429091
CAN,2009-08,3.4645
CAN,2009-09,3.365714
CAN,2009-10,3.425238
CAN,2009-11,3.3925
CAN,2009-12,3.41619
CAN,2010-01,3.485
CAN,2010-02,3.423684
CAN,2010-03,3.490435
CAN,2010-04,3.67
CAN,2010-05,3.4455
CAN,2010-06,3.297727
CAN,2010-07,3.185238
CAN,2010-08,2.949524
CAN,2010-09,2.881428
CAN,2010-10,2.766
CAN,2010-11,3.022381
CAN,2010-12,3.204762
CAN,2011-01,3.253
CAN,2011-02,3.417368
CAN,2011-03,3.266522
CAN,2011-04,3.328
CAN,2011-05,3.151905
CAN,2011-06,2.987727
CAN,2011-07,2.9385
CAN,2011-08,2.446364
CAN,2011-09,2.196667
CAN,2011-10,2.296
CAN,2011-11,2.122381
CAN,2011-12,1.992
CAN,2012-01,1.98
CAN,2012-02,2.021
CAN,2012-03,2.106818
CAN,2012-04,2.0645
CAN,2012-05,1.922273
CAN,2012-06,1.747619
CAN,2012-07,1.656191
CAN,2012-08,1.826818
CAN,2012-09,1.837895
CAN,2012-10,1.811818
CAN,2012-11,1.738095
CAN,2012-12,1.767895
CAN,2013-01,1.931364
CAN,2013-02,1.967895
CAN,2013-03,1.8515
CAN,2013-04,1.748636
CAN,2013-05,1.901818
CAN,2013-06,2.2445
CAN,2013-07,2.438182
CAN,2013-08,2.611428
CAN,2013-09,2.698
CAN,2013-10,2.518182
CAN,2013-11,2.5585
CAN,2013-12,2.6735
CAN,2014-01,2.534091
CAN,2014-02,2.42
CAN,2014-03,2.454286
CAN,2014-04,2.444762
CAN,2014-05,2.315238
CAN,2014-06,2.298571
CAN,2014-07,2.194546
CAN,2014-08,2.062
CAN,2014-09,2.180952
CAN,2014-10,2.010455
CAN,2014-11,2.003158
CAN,2014-12,1.851905
CAN,2015-01,1.525714
CAN,2015-02,1.379474
CAN,2015-03,1.421364
CAN,2015-04,1.410952
CAN,2015-05,1.744
CAN,2015-06,1.78
CAN,2015-07,1.569546
CAN,2015-08,1.3915
CAN,2015-09,1.481429
CAN,2015-10,1.463333
CAN,2015-11,1.6335
CAN,2015-12,1.459524
CAN,2016-01,1.258
CAN,2016-02,1.1245
CAN,2016-03,1.268182
CAN,2016-04,1.33619
CAN,2016-05,1.35
CAN,2016-06,1.168182
CAN,2016-07,1.051
CAN,2016-08,1.042727
CAN,2016-09,1.08619
CAN,2016-10,1.1665
CAN,2016-11,1.437619
CAN,2016-12,1.732
CAN,2017-01,1.722381
CAN,2017-02,1.702105
CAN,2017-03,1.714348
CAN,2017-04,1.523158
CAN,2017-05,1.513182
CAN,2017-06,1.502727
CAN,2017-07,1.908
CAN,2017-08,1.883636
CAN,2017-09,2.0495
CAN,2017-10,2.050952
CAN,2017-11,1.918571
CAN,2017-12,1.915263
CAN,2018-01,2.198182
CAN,2018-02,2.324211
CAN,2018-03,2.188571
CAN,2018-04,2.249048
CAN,2018-05,2.375454
CAN,2018-06,2.209048
CAN,2018-07,2.187143
CAN,2018-08,2.295455
CAN,2018-09,2.353684
CAN,2018-10,2.488636
CAN,2018-11,2.407619
CAN,2018-12,2.057895
CAN,2019-01,1.953636
CAN,2019-02,1.907368
CAN,2019-03,1.712381
CAN,2019-04,1.724286
CAN,2019-05,1.664545
CAN,2019-06,1.4625
CAN,2019-07,1.519091
CAN,2019-08,1.205238
CAN,2019-09,1.364
CAN,2019-10,1.449546
CAN,2019-11,1.4995
CAN,2019-12,1.6045
CAN,2020-01,1.492273
CAN,2020-02,1.294737
CAN,2020-03,0.8190909
CAN,2020-04,0.6571429
CAN,2020-05,0.551
CAN,2020-06,0.5613636
CAN,2020-07,0.5163636
CAN,2020-08,0.5635
CAN,2020-09,0.5595238
CAN,2020-10,0.6028572
CAN,2020-11,0.6885
CAN,2020-12,0.7309524
ITA,2000-01,5.74797
ITA,2000-02,5.7264
ITA,2000-03,5.57685
ITA,2000-04,5.46569
ITA,2000-05,5.66472
ITA,2000-06,5.50964
ITA,2000-07,5.59131
ITA,2000-08,5.56267
ITA,2000-09,5.6323
ITA,2000-10,5.5784
ITA,2000-11,5.54812
ITA,2000-12,5.29808
ITA,2001-01,5.1831
ITA,2001-02,5.18368
ITA,2001-03,5.13048
ITA,2001-04,5.28228
ITA,2001-05,5.4487
ITA,2001-06,5.39902
ITA,2001-07,5.4162
ITA,2001-08,5.21455
ITA,2001-09,5.196
ITA,2001-10,4.96395
ITA,2001-11,4.80034
ITA,2001-12,5.04714
ITA,2002-01,5.14238
ITA,2002-02,5.19949
ITA,2002-03,5.41067
ITA,2002-04,5.40396
ITA,2002-05,5.40598
ITA,2002-06,5.25533
ITA,2002-07,5.10932
ITA,2002-08,4.82842
ITA,2002-09,4.61844
ITA,2002-10,4.75706
ITA,2002-11,4.7354
ITA,2002-12,4.54822
ITA,2003-01,4.37548
ITA,2003-02,4.15681
ITA,2003-03,4.18462
ITA,2003-04,4.31189
ITA,2003-05,4.03517
ITA,2003-06,3.82209
ITA,2003-07,4.13202
ITA,2003-08,4.29336
ITA,2003-09,4.31445
ITA,2003-10,4.38222
ITA,2003-11,4.51138
ITA,2003-12,4.4588
ITA,2004-01,4.31655
ITA,2004-02,4.34284
ITA,2004-03,4.16873
ITA,2004-04,4.35086
ITA,2004-05,4.49304
ITA,2004-06,4.54392
ITA,2004-07,4.43989
ITA,2004-08,4.27713
ITA,2004-09,4.25079
ITA,2004-10,4.12889
ITA,2004-11,3.99979
ITA,2004-12,3.79167
ITA,2005-01,3.71143
ITA,2005-02,3.67836
ITA,2005-03,3.83727
ITA,2005-04,3.65325
ITA,2005-05,3.55261
ITA,2005-06,3.40502
ITA,2005-07,3.43842
ITA,2005-08,3.44898
ITA,2005-09,3.28701
ITA,2005-10,3.44443
ITA,2005-11,3.65516
ITA,2005-12,3.55319
ITA,2006-01,3.54353
ITA,2006-02,3.69735
ITA,2006-03,3.92284
ITA,2006-04,4.22184
ITA,2006-05,4.28469
ITA,2006-06,4.29471
ITA,2006-07,4.30648
ITA,2006-08,4.1707
ITA,2006-09,4.03582
ITA,2006-10,4.06997
ITA,2006-11,3.97009
ITA,2006-12,4.0376
ITA,2007-01,4.2628
ITA,2007-02,4.28009
ITA,2007-03,4.17622
ITA,2007-04,4.37021
ITA,2007-05,4.48971
ITA,2007-06,4.77197
ITA,2007-07,4.76033
ITA,2007-08,4.58355
ITA,2007-09,4.57357
ITA,2007-10,4.59088
ITA,2007-11,4.44929
ITA,2007-12,4.53849
ITA,2008-01,4.39891
ITA,2008-02,4.35443
ITA,2008-03,4.37747
ITA,2008-04,4.53189
ITA,2008-05,4.70282
ITA,2008-06,5.10565
ITA,2008-07,5.09463
ITA,2008-08,4.81387
ITA,2008-09,4.8041
ITA,2008-10,4.78
ITA,2008-11,4.74252
ITA,2008-12,4.46882
ITA,2009-01,4.62129
ITA,2009-02,4.53581
ITA,2009-03,4.45835
ITA,2009-04,4.35597
ITA,2009-05,4.41509
ITA,2009-06,4.60624
ITA,2009-07,4.37291
ITA,2009-08,4.11556
ITA,2009-09,4.08809
ITA,2009-10,4.10144
ITA,2009-11,4.05652
ITA,2009-12,4.00728
ITA,2010-01,4.07788
ITA,2010-02,4.04712
ITA,2010-03,3.94527
ITA,2010-04,3.99558
ITA,2010-05,3.98492
ITA,2010-06,4.1022
ITA,2010-07,4.02583
ITA,2010-08,3.80208
ITA,2010-09,3.86227
ITA,2010-10,3.80021
ITA,2010-11,4.18408
ITA,2010-12,4.603
ITA,2011-01,4.72908
ITA,2011-02,4.73561
ITA,2011-03,4.87539
ITA,2011-04,4.84077
ITA,2011-05,4.75615
ITA,2011-06,4.81559
ITA,2011-07,5.46328
ITA,2011-08,5.27054
ITA,2011-09,5.7457
ITA,2011-10,5.9719
ITA,2011-11,7.05709
ITA,2011-12,6.81193
ITA,2012-01,6.5366
ITA,2012-02,5.54646
ITA,2012-03,5.04876
ITA,2012-04,5.67583
ITA,2012-05,5.78334
ITA,2012-06,5.90366
ITA,2012-07,5.99562
ITA,2012-08,5.82165
ITA,2012-09,5.2543
ITA,2012-10,4.95287
ITA,2012-11,4.85144
ITA,2012-12,4.54158
ITA,2013-01,4.20769
ITA,2013-02,4.4929
ITA,2013-03,4.64036
ITA,2013-04,4.27767
ITA,2013-05,3.96398
ITA,2013-06,4.37887
ITA,2013-07,4.41831
ITA,2013-08,4.41911
ITA,2013-09,4.54105
ITA,2013-10,4.24765
ITA,2013-11,4.09506
ITA,2013-12,4.11398
ITA,2014-01,3.86587
ITA,2014-02,3.65119
ITA,2014-03,3.39943
ITA,2014-04,3.22823
ITA,2014-05,3.12329
ITA,2014-06,2.91968
ITA,2014-07,2.79361
ITA,2014-08,2.6327
ITA,2014-09,2.40013
ITA,2014-10,2.4239
ITA,2014-11,2.29036
ITA,2014-12,1.9898
ITA,2015-01,1.70214
ITA,2015-02,1.55683
ITA,2015-03,1.29423
ITA,2015-04,1.3574
ITA,2015-05,1.81211
ITA,2015-06,2.19919
ITA,2015-07,2.04214
ITA,2015-08,1.83856
ITA,2015-09,1.92014
ITA,2015-10,1.69606
ITA,2015-11,1.57018
ITA,2015-12,1.57864
ITA,2016-01,1.5343
ITA,2016-02,1.5585
ITA,2016-03,1.37516
ITA,2016-04,1.44177
ITA,2016-05,1.52632
ITA,2016-06,1.45346
ITA,2016-07,1.22722
ITA,2016-08,1.17635
ITA,2016-09,1.26606
ITA,2016-10,1.45047
ITA,2016-11,1.94278
ITA,2016-12,1.88618
ITA,2017-01,1.99107
ITA,2017-02,2.35192
ITA,2017-03,2.40073
ITA,2017-04,2.25705
ITA,2017-05,2.19402
ITA,2017-06,2.05337
ITA,2017-07,2.23141
ITA,2017-08,2.10986
ITA,2017-09,2.10949
ITA,2017-10,2.07385
ITA,2017-11,1.78885
ITA,2017-12,1.79452
ITA,2018-01,1.98419
ITA,2018-02,2.08078
ITA,2018-03,1.96547
ITA,2018-04,1.77335
ITA,2018-05,2.17969
ITA,2018-06,2.74417
ITA,2018-07,2.64298
ITA,2018-08,3.16096
ITA,2018-09,2.9585
ITA,2018-10,3.46884
ITA,2018-11,3.39008
ITA,2018-12,2.97513
ITA,2019-01,2.77011
ITA,2019-02,2.81241
ITA,2019-03,2.68985
ITA,2019-04,2.61756
ITA,2019-05,2.64404
ITA,2019-06,2.28374
ITA,2019-07,1.6539
ITA,2019-08,1.40365
ITA,2019-09,0.90208
ITA,2019-10,1.00355
ITA,2019-11,1.26594
ITA,2019-12,1.37011
ITA,2020-01,1.27499
ITA,2020-02,0.9555
ITA,2020-03,1.55118
ITA,2020-04,1.79913
ITA,2020-05,1.76204
ITA,2020-06,1.4552
ITA,2020-07,1.19629
ITA,2020-08,1.03189
ITA,2020-09,0.98121
ITA,2020-10,0.77007
ITA,2020-11,0.66399
ITA,2020-12,0.57801
FRA,2000-01,5.6624
FRA,2000-02,5.6157
FRA,2000-03,5.4348
FRA,2000-04,5.3328
FRA,2000-05,5.5032
FRA,2000-06,5.3232
FRA,2000-07,5.399
FRA,2000-08,5.3604
FRA,2000-09,5.419
FRA,2000-10,5.355
FRA,2000-11,5.2855
FRA,2000-12,5.0426
FRA,2001-01,4.9405
FRA,2001-02,4.931
FRA,2001-03,4.8377
FRA,2001-04,5.0005
FRA,2001-05,5.2059
FRA,2001-06,5.1505
FRA,2001-07,5.1523
FRA,2001-08,4.953
FRA,2001-09,4.9415
FRA,2001-10,4.7196
FRA,2001-11,4.5745
FRA,2001-12,4.8665
FRA,2002-01,4.9268
FRA,2002-02,4.994
FRA,2002-03,5.243
FRA,2002-04,5.2424
FRA,2002-05,5.2552
FRA,2002-06,5.1125
FRA,2002-07,4.9552
FRA,2002-08,4.6732
FRA,2002-09,4.4624
FRA,2002-10,4.5526
FRA,2002-11,4.534
FRA,2002-12,4.3833
FRA,2003-01,4.2241
FRA,2003-02,4.012
FRA,2003-03,4.0981
FRA,2003-04,4.221
FRA,2003-05,3.8938
FRA,2003-06,3.6933
FRA,2003-07,4.0083
FRA,2003-08,4.1629
FRA,2003-09,4.23
FRA,2003-10,4.283
FRA,2003-11,4.4085
FRA,2003-12,4.3357
FRA,2004-01,4.1981
FRA,2004-02,4.1435
FRA,2004-03,3.9761
FRA,2004-04,4.1824
FRA,2004-05,4.3443
FRA,2004-06,4.3931
FRA,2004-07,4.2723
FRA,2004-08,4.1122
FRA,2004-09,4.0922
FRA,2004-10,3.9759
FRA,2004-11,3.8572
FRA,2004-12,3.6427
FRA,2005-01,3.5754
FRA,2005-02,3.599
FRA,2005-03,3.7514
FRA,2005-04,3.5428
FRA,2005-05,3.3768
FRA,2005-06,3.2017
FRA,2005-07,3.27
FRA,2005-08,3.2985
FRA,2005-09,3.132
FRA,2005-10,3.29
FRA,2005-11,3.4972
FRA,2005-12,3.3785
FRA,2006-01,3.3441
FRA,2006-02,3.508
FRA,2006-03,3.6854
FRA,2006-04,3.9535
FRA,2006-05,4.0014
FRA,2006-06,4.0062
FRA,2006-07,4.0252
FRA,2006-08,3.8975
FRA,2006-09,3.7694
FRA,2006-10,3.8075
FRA,2006-11,3.741
FRA,2006-12,3.8097
FRA,2007-01,4.0694
FRA,2007-02,4.096
FRA,2007-03,3.9968
FRA,2007-04,4.2079
FRA,2007-05,4.3368
FRA,2007-06,4.619
FRA,2007-07,4.5829
FRA,2007-08,4.3889
FRA,2007-09,4.3567
FRA,2007-10,4.4022
FRA,2007-11,4.2277
FRA,2007-12,4.3541
FRA,2008-01,4.15
FRA,2008-02,4.0792
FRA,2008-03,4.0194
FRA,2008-04,4.2699
FRA,2008-05,4.4059
FRA,2008-06,4.7337
FRA,2008-07,4.6903
FRA,2008-08,4.4018
FRA,2008-09,4.3619
FRA,2008-10,4.1836
FRA,2008-11,3.9767
FRA,2008-12,3.5395
FRA,2009-01,3.6016
FRA,2009-02,3.6781
FRA,2009-03,3.6474
FRA,2009-04,3.6591
FRA,2009-05,3.8045
FRA,2009-06,3.8997
FRA,2009-07,3.7329
FRA,2009-08,3.5874
FRA,2009-09,3.5869
FRA,2009-10,3.5579
FRA,2009-11,3.5552
FRA,2009-12,3.4751
FRA,2010-01,3.5157
FRA,2010-02,3.4981
FRA,2010-03,3.4374
FRA,2010-04,3.4016
FRA,2010-05,3.0757
FRA,2010-06,3.0732
FRA,2010-07,2.988
FRA,2010-08,2.6785
FRA,2010-09,2.6783
FRA,2010-10,2.7187
FRA,2010-11,2.9974
FRA,2010-12,3.3416
FRA,2011-01,3.4429
FRA,2011-02,3.6033
FRA,2011-03,3.6096
FRA,2011-04,3.69
FRA,2011-05,3.4892
FRA,2011-06,3.4305
FRA,2011-07,3.3994
FRA,2011-08,2.9845
FRA,2011-09,2.6444
FRA,2011-10,2.9925
FRA,2011-11,3.4075
FRA,2011-12,3.1589
FRA,2012-01,3.1797
FRA,2012-02,3.0158
FRA,2012-03,2.9542
FRA,2012-04,2.9935
FRA,2012-05,2.7518
FRA,2012-06,2.5694
FRA,2012-07,2.2752
FRA,2012-08,2.1194
FRA,2012-09,2.2372
FRA,2012-10,2.1857
FRA,2012-11,2.1397
FRA,2012-12,2.0103
FRA,2013-01,2.1652
FRA,2013-02,2.2446
FRA,2013-03,2.071
FRA,2013-04,1.8028
FRA,2013-05,1.8728
FRA,2013-06,2.2107
FRA,2013-07,2.2468
FRA,2013-08,2.3624
FRA,2013-09,2.4858
FRA,2013-10,2.3943
FRA,2013-11,2.265
FRA,2013-12,2.3308
FRA,2014-01,2.3841
FRA,2014-02,2.2527
FRA,2014-03,2.1519
FRA,2014-04,2.0257
FRA,2014-05,1.8384
FRA,2014-06,1.7119
FRA,2014-07,1.559
FRA,2014-08,1.4064
FRA,2014-09,1.3508
FRA,2014-10,1.2598
FRA,2014-11,1.1358
FRA,2014-12,0.9208
FRA,2015-01,0.6741
FRA,2015-02,0.5968
FRA,2015-03,0.5093
FRA,2015-04,0.435
FRA,2015-05,0.8888
FRA,2015-06,1.1955
FRA,2015-07,1.1136
FRA,2015-08,1.0051
FRA,2015-09,1.0046
FRA,2015-10,0.8652
FRA,2015-11,0.8831
FRA,2015-12,0.9312
FRA,2016-01,0.8428
FRA,2016-02,0.5923
FRA,2016-03,0.5093
FRA,2016-04,0.5142
FRA,2016-05,0.5095
FRA,2016-06,0.39
FRA,2016-07,0.1714
FRA,2016-08,0.1534
FRA,2016-09,0.1837
FRA,2016-10,0.3309
FRA,2016-11,0.6673
FRA,2016-12,0.7498
FRA,2017-01,0.8631
FRA,2017-02,1.0307
FRA,2017-03,1.0216
FRA,2017-04,0.8836
FRA,2017-05,0.8057
FRA,2017-06,0.6641
FRA,2017-07,0.8359
FRA,2017-08,0.7107
FRA,2017-09,0.699
FRA,2017-10,0.812
FRA,2017-11,0.7171
FRA,2017-12,0.6748
FRA,2018-01,0.859
FRA,2018-02,0.9818
FRA,2018-03,0.8352
FRA,2018-04,0.7784
FRA,2018-05,0.781
FRA,2018-06,0.754
FRA,2018-07,0.6653
FRA,2018-08,0.7045
FRA,2018-09,0.7658
FRA,2018-10,0.8229
FRA,2018-11,0.763
FRA,2018-12,0.6984
FRA,2019-01,0.6456
FRA,2019-02,0.5498
FRA,2019-03,0.437
FRA,2019-04,0.3718
FRA,2019-05,0.3045
FRA,2019-06,0.0791
FRA,2019-07,-0.069
FRA,2019-08,-0.3391
FRA,2019-09,-0.2757
FRA,2019-10,-0.1574
FRA,2019-11,-0.0204
FRA,2019-12,0.0362
FRA,2020-01,-0.007
FRA,2020-02,-0.1772
FRA,2020-03,-0.0584
FRA,2020-04,0.0578
